Gene_symbol,Chrom,CDS_Begin,CDS_End,MGI_lethal,IMPC,EG,NLG,RVIS_ExAc_score,RVIS_ExAc_perc,pLI_score,pLI_perc,HGMD_tag,OMIM_disorder
BCL2L1,20,31664452,31723989,Y,.,Y,N,-0.464103204,21.6993691,0.823684828,20.8,.,.
BCL2L10,15,52109263,52112775,N,.,N,Y,0.321958851,71.87011634,0.000387595,67.9,.,.
BCL2L11,2,111119378,111168447,Y,.,Y,N,-0.281157211,30.57243734,0.950822922,14.7,FP,.
BCL2L12,19,49665142,49673916,N,.,N,Y,0.731106858,87.60780228,1.56E-05,76.9,.,.
BCL2L13,22,17628855,17730855,N,.,N,N,0.35035623,73.38079528,0.070274402,45.1,.,.
BCL2L14,12,12049844,12211084,N,.,N,N,0.473126302,79.46402732,0.143123586,40.9,.,.
BCL2L15,1,113878168,113887547,N,.,N,N,0.109958322,57.97881577,0.003614688,59.5,.,.
BCL2L2,14,23298790,23311759,N,.,N,Y,-0.078575026,43.76338485,0.312495748,35.4,DP,.
BCL2L2-PABPN1,14,23306835,23325369,N,.,N,N,-0.256733821,32.08311628,0.42596845,32.1,.,.
BCL3,19,44747705,44760044,N,.,N,Y,0.297684879,70.38258957,0.862172685,19.4,.,"Leukemia/lymphoma, B-cell, 3 (2)"
BCL6,3,187721377,187745727,Y,.,Y,N,0.304532815,70.76460034,0.982525139,11.4,.,"Lymphoma, B-cell (2)"
BCL6B,17,7023020,7030290,N,.,N,Y,-0.746198832,12.73948023,0.151089912,40.5,.,.
BCL7A,12,122019422,122062044,N,.,N,N,-0.228635876,33.80216473,0.215729268,38.2,.,"B-cell non-Hodgkin lymphoma, high-grade (3)"
BCL7B,7,73536356,73558002,N,.,N,N,-0.306538083,29.06754645,0.706637384,24.5,.,.
BCL7C,16,30833626,30894960,N,.,N,N,0.043387416,52.82745847,0.150443663,40.6,.,.
BCL9,1,147541412,147626216,N,.,N,N,-0.62066116,16.17178908,0.831846217,20.6,DM,.
BCL9L,11,118893875,118925608,N,.,N,N,-1.644303192,2.714591654,0.998124599,6.8,DM,.
BCLAF1,6,136256863,136289851,Y,Lethal,Y,N,2.975659916,99.52538056,.,.,DM?,.
BCO1,16,81238448,81291142,N,.,N,Y,.,.,.,.,.,"Hypercarotenemia and vitamin A deficiency, autosomal dominant, 115300 (3)"
BCO2,11,112175467,112224699,N,.,N,Y,1.546607822,97.22752793,1.83E-13,95.9,.,.
BCOR,X,40049815,40177329,Y,.,Y,N,-1.089992687,6.667824275,0.999945621,3.3,DM,"Microphthalmia, syndromic 2, 300166 (3)"
BCORL1,X,129981107,130058083,N,.,N,N,-0.394869643,24.65705852,0.981790312,11.5,DM?,.
BCR,22,23179704,23318037,N,.,N,Y,-1.399587635,3.91850437,0.999967225,3.1,DP,"Leukemia, chronic myeloid, somatic, 608232 (3); Leukemia, acute lymphocytic, somatic, 613065 (3)"
BCS1L,2,218658764,218663443,N,.,N,Y,0.278045399,69.20761706,2.28E-08,88,DM,"Mitochondrial complex III deficiency, nuclear type 1, 124000 (3); Leigh syndrome, 256000 (3); Bjornstad syndrome, 262000 (3); GRACILE syndrome, 603358 (3)"
BDH1,3,197509783,197573323,N,.,N,N,0.052955103,53.58569196,0.000383113,67.9,.,.
BDH2,4,103079435,103099883,N,.,N,N,0.60627228,84.34334665,4.05E-06,79.9,.,.
BDKRB1,14,96255824,96268967,N,.,N,Y,1.136448576,94.40296348,0.070104692,45.1,.,.
BDKRB2,14,96204679,96244166,Y,.,Y,N,0.188965718,63.72634138,0.269901203,36.5,DFP,.
BDNF,11,27654893,27722058,Y,.,Y,N,-0.151691433,38.58887538,0.946719308,15.1,DM,"{Memory impairment, susceptibility to} (3); Central hypoventilation syndrome, congenital, 209880 (3); {Obsessive-compulsive disorder, protection against}, 164230 (3); {Bulimia nervosa, age of onset of weight loss in}, 607499 (3); {Anorexia nervosa, susceptibility to}, 610269 (3)"
BDP1,5,71455615,71567820,N,.,N,N,1.334592926,96.01203913,4.37E-11,93.5,.,.
BEAN1,16,66427297,66493529,N,.,N,Y,.,.,.,.,DM,.
BECN1,17,42810134,42833350,Y,.,Y,N,-0.399291813,24.48341726,0.998697776,6.3,.,.
BECN2,1,241957767,241959062,N,.,Y,N,.,.,.,.,.,.
BEGAIN,14,100537149,100587413,N,.,N,N,-0.240617998,33.02077907,0.890710075,18.2,.,.
BEND2,X,18162931,18220883,N,.,N,N,0.35226973,73.53707241,0.34821659,34.2,DM?,.
BEND3,6,107065182,107115269,N,.,N,N,-1.814524443,2.170515715,0.498328913,30,.,.
BEND4,4,42110938,42152878,N,.,N,N,0.153213524,61.2432714,0.986764686,10.7,.,.
BEND5,1,48727523,48776969,N,.,N,N,-0.545680331,18.36545697,0.114990689,42.4,.,.
BEND6,6,56955126,57027342,N,.,N,N,0.211324798,65.16756381,0.135146273,41.3,.,.
BEND7,10,13438484,13528974,N,.,N,N,0.335350119,72.61677375,0.011190322,54.5,.,.
BEST1,11,61949821,61965515,N,.,N,Y,0.285699223,69.69381258,4.89E-08,87,DM,"Macular dystrophy, vitelliform, 2, 153700 (3); Bestrophinopathy, autosomal recessive, 611809 (3); Vitreoretinochoroidopathy, 193220 (3); Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma, 193220 (3); Retinitis pigmentosa-50, 613194 (3); Retinitis pigmentosa, concentric, 613194 (3)"
BEST2,19,12751702,12758458,N,.,N,Y,-0.539936486,18.57961452,9.02E-11,93,.,.
BEST3,12,69643360,69699476,N,.,N,N,0.079442861,55.64623488,3.69E-17,97.9,.,.
BEST4,1,44783585,44787705,N,.,N,N,-0.175157533,37.05504428,0.003095114,60.2,.,.
BET1,7,93962762,94004382,N,.,N,N,0.099585278,57.16270186,0.0020112,61.9,.,.
BET1L,11,167784,207428,N,.,N,N,-0.055108985,45.45349308,0.378367597,33.4,.,.
BEX1,X,103062651,103064240,N,.,N,Y,0.13805751,60.04514673,0.572647843,28.2,.,.
BEX2,X,103309346,103311046,N,.,N,N,0.524546884,81.42038548,0.592514905,27.7,.,.
BEX4,X,103215092,103217246,N,.,N,N,0.092082157,56.56653354,0.673985987,25.4,FTV,.
BEX5,X,102153708,102156057,N,.,N,N,0.053609874,53.60305609,0.016338883,52.7,.,.
BFAR,16,14632815,14669236,N,.,N,N,-0.181550908,36.64988135,0.002309748,61.4,.,.
BFSP1,20,17493905,17569220,N,.,N,Y,0.027727205,51.63512184,0.000105944,71.7,DM,"Cataract 33, 611391 (3)"
BFSP2,3,133399995,133475222,N,.,N,Y,0.447896377,78.26590265,6.66E-05,73.1,DM,"Cataract 12, multiple types, 611597 (3)"
BGLAP,1,156241962,156243321,N,.,N,Y,0.495489526,80.30908144,1.76E-05,76.6,DM?,.
BGN,X,153494939,153509554,N,.,N,Y,-0.293291902,29.80841581,0.916364713,16.9,FP,.
BHLHA15,7,98211427,98212979,N,.,N,Y,.,.,0.142841396,40.9,.,.
BHLHA9,17,1270559,1271460,N,.,N,Y,.,.,.,.,DM,"Syndactyly, mesoaxial synostotic, with phalangeal reduction, 609432 (3)"
BHLHB9,X,102720688,102753540,N,.,N,N,0.428107326,77.30508769,0.37049796,33.6,.,.
BHLHE22,8,64580367,64583628,N,.,N,Y,.,.,0.677980337,25.2,.,.
BHLHE23,20,63005927,63007035,N,.,N,Y,.,.,0.060122917,46,.,.
BHLHE40,3,4979116,4985323,N,.,N,Y,-0.282917726,30.50876888,0.941607018,15.5,.,.
BHLHE41,12,26120026,26125127,N,.,N,Y,.,.,.,.,DM,"[Short sleeper], 612975 (3)"
BHMG1,19,45733251,45764534,N,.,N,N,.,.,.,.,.,.
BHMT,5,79111779,79132290,N,Viable,N,Y,-0.076509147,43.9370261,0.000316952,68.5,DP,.
BHMT2,5,79069717,79089466,N,.,N,N,0.300554575,70.56201887,2.74E-12,94.9,.,.
BICC1,10,58513140,58831437,Y,.,Y,N,-0.14277709,39.19661978,0.571303026,28.2,DM,"{Renal dysplasia, cystic, susceptibility to}, 601331 (3)"
BICD1,12,32106835,32383633,N,.,N,N,-1.388655886,3.993748915,0.144785241,40.8,DFP,.
BICD2,9,92711363,92764812,N,.,N,N,-1.029274527,7.495514268,0.332593897,34.8,DM,"Spinal muscular atrophy, lower extremity-predominant, 2, AD, 615290 (3)"
BID,22,17734138,17774770,N,.,N,Y,0.723603463,87.49782948,2.68E-07,84.7,.,.
BIK,22,43110748,43129712,N,.,N,Y,0.307908866,70.93824159,2.54E-05,75.6,.,.
BIN1,2,127048027,127107355,Y,.,Y,N,-0.099018085,42.16588528,0.474193122,30.7,DM,"Myopathy, centronuclear, autosomal recessive, 255200 (3)"
BIN2,12,51281038,51324668,N,.,N,N,-0.133662442,39.85066852,0.000209938,69.7,.,.
BIN3,8,22620418,22669148,N,.,N,Y,0.58104049,83.5214447,5.99E-06,79.2,.,.
BIRC2,11,102347211,102378670,N,.,N,Y,-0.555747173,18.05869074,0.404455648,32.6,.,.
BIRC3,11,102317450,102339403,N,.,N,Y,-0.09614756,42.3337385,0.886667093,18.3,.,.
BIRC5,17,78214186,78225636,Y,.,Y,N,0.559340178,82.74584708,0.215847837,38.2,DFP,.
BIRC6,2,32357028,32618899,Y,.,Y,N,-6.259008971,0.046304335,1,0.1,.,.
BIRC7,20,63235883,63240507,N,.,N,N,0.922519097,91.57839903,0.003802906,59.3,.,.
BIRC8,19,53289601,53291626,N,.,N,N,0.978724315,92.4581814,6.54E-07,83.2,.,.
BIVM,13,102799049,102841535,N,.,N,N,-0.508966819,19.83561961,6.43E-06,79.1,.,.
BIVM-ERCC5,13,102807354,102872398,N,.,N,N,.,.,.,.,.,.
BLACE,7,155356985,155367934,N,.,N,N,.,.,.,.,.,.
BLCAP,20,37492472,37527931,N,.,N,N,-0.067396649,44.56792267,0.468529446,30.9,.,.
BLID,11,122115354,122116215,N,.,N,N,0.631506073,85.09579209,0.590165692,27.7,.,.
BLK,8,11494001,11564604,N,Viable,N,Y,-0.047151187,46.04387336,2.86E-07,84.6,DM,"Maturity-onset diabetes of the young, type 11, 613375 (3)"
BLM,15,90717327,90816165,Y,.,Y,N,-0.224058954,34.05683857,4.14E-11,93.5,DM,"Bloom syndrome, 210900 (3)"
BLMH,17,30248195,30292056,Y,.,Y,N,-0.403923475,24.17665104,0.00956069,55.1,DP,"{Alzheimer disease, susceptibility to}, 104300 (3)"
BLNK,10,96191702,96271587,N,.,N,Y,0.31747395,71.6154425,0.990011102,9.9,DM,"Agammaglobulinemia 4, 613502 (3)"
BLOC1S1,12,55716037,55720087,N,.,N,Y,0.087449076,56.25976732,0.205801576,38.6,.,.
BLOC1S2,10,100273280,100286712,N,Lethal,Y,N,-0.027967398,47.43300341,0.05602493,46.4,.,.
BLOC1S3,19,45178745,45181801,N,.,N,N,.,.,0.01842977,52.1,DM,"Hermansky-Pudlak syndrome 8, 614077 (3)"
BLOC1S4,4,6716055,6717671,N,.,N,N,.,.,0.15897212,40.2,.,.
BLOC1S5,6,8013567,8064414,N,.,N,N,0.86984981,90.57706778,1.60E-05,76.8,.,.
BLOC1S5-TXNDC5,6,7881250,8064364,N,.,N,N,.,.,.,.,.,.
BLOC1S6,15,45587123,45615999,N,.,N,N,0.327549473,72.20003473,9.82E-06,78.1,DM,"Hermansky-pudlak syndrome 9, 614171 (3)"
BLVRA,7,43758680,43807342,N,.,N,N,0.593178019,83.91503154,0.08322203,44.2,DM,"Hyperbiliverdinemia, 614156 (3)"
BLVRB,19,40447789,40465840,N,Viable,N,Y,0.849250529,90.19505701,4.13E-05,74.4,.,.
BLZF1,1,169367970,169396540,N,.,N,Y,0.1035625,57.4868322,7.05E-06,78.9,.,.
BMF,15,40087890,40108892,N,.,N,Y,0.231921074,66.33674828,0.354021066,34.1,.,.
BMI1,10,22321211,22331484,Y,.,Y,N,-0.434090717,23.00746657,0.515144747,29.6,FP,.
BMP1,8,22164736,22212326,Y,.,Y,N,-2.269542522,1.192336633,0.868760693,19.1,DM,"Osteogenesis imperfecta, type XIII, 614856 (3)"
BMP10,2,68865481,68871517,Y,Lethal,Y,N,0.042581773,52.76957805,0.72271622,24,DFP,.
BMP15,X,50910784,50916607,N,.,N,Y,0.607228418,84.37228686,0.053543924,46.6,DM,"Ovarian dysgenesis 2, 300510 (3); Premature ovarian failure 4, 300510 (3)"
BMP2,20,6767664,6780280,Y,.,Y,N,-0.313886865,28.62186722,0.938086416,15.7,DM,"{HFE hemochromatosis, modifier of}, 235200 (3); Brachydactyly, type A2, 112600 (3)"
BMP2K,4,78776342,78916372,N,.,N,N,0.092839903,56.58968571,0.001916525,62,DP,.
BMP3,4,81030965,81057531,N,.,N,Y,0.230307728,66.27307982,0.110241118,42.6,DM?,.
BMP4,14,53949736,53958761,Y,.,Y,N,0.073550514,55.19476761,0.967466005,13.3,DM,"Microphthalmia, syndromic 6, 607932 (3); Orofacial cleft 11, 600625 (3)"
BMP5,6,55753645,55875564,Y,.,Y,N,-0.144035975,39.12137524,0.000107433,71.7,DM?,.
BMP6,6,7726797,7881422,N,.,N,Y,0.407661641,76.23429994,0.895081718,17.9,.,.
BMP7,20,57168748,57266629,Y,.,Y,N,-0.192881585,36.00162065,0.981286768,11.5,DM,.
BMP8A,1,39491646,39525935,N,.,N,Y,.,.,0.456963119,31.2,.,.
BMP8B,1,39757182,39788861,Y,.,Y,N,1.26210431,95.50847948,0.774529936,22.5,.,.
BMPER,7,33904911,34155872,Y,.,Y,N,-0.025598971,47.54297621,0.001070855,64.5,DM,"Diaphanospondylodysostosis, 608022 (3)"
BMPR1A,10,86756650,86932838,Y,.,Y,N,-0.546482508,18.33072871,0.768624359,22.6,DM,"Polyposis, juvenile intestinal, 174900 (3); Polyposis syndrome, hereditary mixed, 2, 610069 (3); Juvenile polyposis syndrome, infantile form, 174900 (3)"
BMPR1B,4,94757968,95158448,N,.,N,Y,-0.098061234,42.21218962,0.991704371,9.5,DM,"Brachydactyly, type A2, 112600 (3); Chrondrodysplasia, acromesomelic, with genital anomalies, 609441 (3)"
BMPR2,2,202376936,202567751,Y,.,Y,N,-0.87265272,10.12907333,0.996668086,7.7,DM,"Pulmonary hypertension, familial primary, 1, with or without HHT, 178600 (3); Pulmonary hypertension, primary, fenfluramine or dexfenfluramine-associated, 178600 (3); Pulmonary venoocclusive disease 1, 265450 (3)"
BMS1,10,42782801,42834937,N,Lethal,Y,N,0.870795746,90.60600799,0.995287036,8.3,DM,"?Aplasia cutis congenita, nonsyndromic, 107600 (3)"
BMX,X,15464246,15556529,N,Viable,N,Y,-0.077465999,43.85599352,0.583862245,27.8,.,.
BNC1,15,83255903,83284716,N,.,N,Y,-1.278818335,4.850379117,0.886168665,18.4,.,.
BNC2,9,16409503,16870843,Y,.,Y,N,-0.905254165,9.480812641,0.999465645,5.2,DM,.
BNIP1,5,173144442,173164387,N,.,N,N,0.016245619,50.75533947,0.001436928,63.2,.,.
BNIP2,15,59659146,59689534,N,Viable,N,Y,-0.292334822,29.87208427,1.69E-05,76.7,.,.
BNIP3,10,131966455,131982013,N,.,N,Y,0.04243066,52.74063784,0.048726846,47.2,.,.
BNIP3L,8,26382898,26505636,N,.,N,Y,-0.298077744,29.55953001,0.330817931,34.8,.,.
BNIPL,1,151036570,151047600,N,.,N,N,0.663576603,86.05081901,1.03E-09,91.1,.,.
BOC,3,113211003,113287459,N,Viable,N,Y,0.040470343,52.57857267,0.004727486,58.4,.,.
BOD1,5,173607514,173616660,N,.,N,N,0.078032613,55.54205012,0.031829615,49.4,.,.
BOD1L1,4,13568738,13627723,N,.,N,N,0.526689032,81.49563003,0.999528154,5.1,.,.
BOD1L2,18,57147062,57150300,N,.,N,N,0.624002642,84.88163454,0.510146461,29.7,.,.
BOK,2,241558721,241574138,N,Viable,N,Y,0.133424212,59.69786421,0.318891848,35.2,.,.
BOLA1,1,149887890,149900798,N,.,N,N,0.421412982,76.87677259,0.634184001,26.5,.,.
BOLA2,16,29453593,29454964,N,Viable,N,Y,.,.,.,.,.,.
BOLA2B,16,30192934,30194306,N,.,N,N,.,.,.,.,.,.
BOLA3,2,74135398,74147994,N,.,N,N,0.31158679,71.14082306,0.418296316,32.3,DM,"Multiple mitochondrial dysfunctions syndrome 2, 614299 (3)"
BOLL,2,197726879,197786762,N,.,N,Y,0.180355903,63.21120565,0.007902184,56,.,.
BOP1,8,144262102,144291370,N,.,N,N,.,.,0.526839489,29.2,.,.
BORA,13,72727749,72756198,N,.,N,N,0.122395494,58.93963072,0.000692705,66,.,.
BPGM,7,134646808,134679813,N,.,N,N,-0.031643,47.17832957,0.126322244,41.7,DM,"Erythrocytosis due to bisphosphoglycerate mutase deficiency, 222800 (3)"
BPHL,6,3118374,3153578,N,.,N,Y,0.510642281,80.89946171,0.000194971,69.9,.,.
BPI,20,38260149,38337505,N,.,N,N,1.464059313,96.79342478,8.86E-09,89.1,DP,.
BPIFA1,20,33235995,33243311,N,.,N,Y,-0.2707828,31.23227412,3.60E-05,74.7,DFP,.
BPIFA2,20,33161768,33181412,N,.,N,N,0.577215218,83.32465127,0.002664863,60.8,.,.
BPIFA3,20,33217310,33227758,N,.,N,N,0.928110403,91.68837182,0.00040926,67.7,DM?,.
BPIFB1,20,33273480,33309878,N,Viable,N,Y,1.111216243,94.07304509,5.77E-07,83.5,.,.
BPIFB2,20,33007600,33023709,N,.,N,N,0.239724325,66.86346009,7.69E-08,86.4,.,.
BPIFB3,20,33055424,33073628,N,Viable,N,Y,1.028675391,93.14695838,1.27E-05,77.4,.,.
BPIFB4,20,33079644,33111751,N,.,N,N,0.105779404,57.64889738,3.47E-17,97.9,.,.
BPIFB6,20,33031648,33044047,N,.,N,N,0.467686361,79.23250564,1.20E-11,94.2,.,.
BPIFC,22,32413847,32464484,N,.,N,N,0.891697353,90.98801875,3.13E-06,80.5,.,.
BPNT1,1,220057482,220090462,N,.,N,Y,0.083772833,56.01666956,0.000218975,69.6,.,.
BPTF,17,67825524,67984378,Y,.,Y,N,-3.95011965,0.214157551,1,0.3,.,.
BPY2,Y,22973819,23005465,N,.,N,N,.,.,.,.,.,.
BPY2B,Y,24607560,24639207,N,.,N,N,.,.,.,.,.,.
BPY2C,Y,25030901,25062548,N,.,N,N,.,.,.,.,.,.
BRAF,7,140719327,140924764,Y,.,Y,N,-1.039945046,7.385541471,0.999978196,2.9,DM,"Melanoma, malignant, somatic (3); Colorectal cancer, somatic (3); Adenocarcinoma of lung, somatic, 211980 (3); Nonsmall cell lung cancer, somatic (3); Cardiofaciocutaneous syndrome, 115150 (3); Noonan syndrome 7, 613706 (3); LEOPARD syndrome 3, 613707 (3)"
BRAP,12,111642146,111685986,Y,.,Y,N,-0.330654223,27.71314464,0.015703311,52.9,DFP,.
BRAT1,7,2537877,2555727,N,.,N,N,0.865830993,90.46130694,3.86E-09,89.8,DM,"Rigidity and multifocal seizure syndrome, lethal neonatal, 614498 (3)"
BRCA1,17,43044295,43125483,Y,.,Y,N,-0.474265253,21.24211379,3.29E-20,98.7,DM,"{Breast-ovarian cancer, familial, 1}, 604370 (3); {Pancreatic cancer, susceptibility to, 4}, 614320 (3)"
BRCA2,13,32315474,32400266,Y,.,Y,N,0.038331346,52.40493141,2.21E-15,97.1,DM,"{Breast-ovarian cancer, familial, 2}, 612555 (3); Fanconi anemia, complementation group D1, 605724 (3); Prostate cancer, 176807 (3); {Breast cancer, male, susceptibility to}, 114480 (3); Wilms tumor, 194070 (3); {Medulloblastoma}, 155255 (3); {Glioblastoma 3}, 613029 (3); {Pre-B-cell acute lymphoblastic leukemia} (3); Pancreatic cancer, 613347 (3)"
BRCC3,X,155071420,155123074,N,.,N,N,0.273114451,68.84297042,0.033967074,49.1,DM,.
BRD1,22,49773283,49827512,Y,.,Y,N,-1.784379093,2.234184175,0.994534773,8.6,DM?,.
BRD2,6,32968660,32981505,Y,.,Y,N,-1.56494574,2.969265497,0.99953088,5.1,.,.
BRD3,9,134030305,134068535,N,.,N,N,-1.030375296,7.4723621,0.766979379,22.7,.,.
BRD4,19,15235519,15332545,Y,.,Y,N,-1.83977791,2.083695086,0.999993446,2.3,.,.
BRD7,16,50313487,50368934,Y,.,Y,N,-0.173896395,37.15344099,0.944865043,15.2,.,.
BRD8,5,138139766,138178986,Y,.,Y,N,-0.355585906,26.54974822,0.000590819,66.5,.,.
BRD9,5,850291,892824,N,.,N,N,-0.837196214,10.83521445,0.249187874,37.1,.,.
BRDT,1,91949371,92014426,N,.,N,Y,0.305643473,70.8282688,2.47E-06,80.9,.,.
BRE,2,27889941,28338901,N,.,N,Y,-0.549354042,18.22075592,0.279976283,36.2,.,.
BRF1,14,105209286,105315589,N,.,N,N,-1.225333658,5.353938763,0.634632788,26.5,.,"Cerebellofaciodental syndrome, 616202 (3)"
BRF2,8,37843268,37849904,N,.,N,N,-0.087687764,42.98199919,1.88E-09,90.6,.,.
BRI3,7,98252379,98310441,N,.,N,N,0.032057299,51.99976848,0.015258414,53.1,.,.
BRI3BP,12,124993700,125031231,N,.,N,N,0.013375229,50.50645367,0.125132505,41.8,.,.
BRICD5,16,2209253,2211950,N,.,N,N,0.946942523,91.94304567,1.62E-10,92.6,.,.
BRINP1,9,119153458,119369467,N,.,N,N,-0.751640611,12.56005093,0.995424258,8.2,.,.
BRINP2,1,177171497,177282422,N,.,N,N,0.263342657,68.24101406,0.999086308,5.8,.,.
BRINP3,1,190097662,190478404,N,.,N,N,-0.722583176,13.34722463,0.003759093,59.3,.,.
BRIP1,17,61681266,61863521,N,.,N,N,-1.34622475,4.341031429,5.38E-13,95.5,DM,"Breast cancer, early-onset, 114480 (3); Fanconi anemia, complementation group J, 609054 (3)"
BRIX1,5,34915376,34925996,N,.,N,N,0.241337169,66.9618568,0.981126894,11.6,.,.
BRK1,3,10115592,10127190,Y,.,Y,N,0.060156283,54.10082769,0.604508694,27.3,.,.
BRMS1,11,66337333,66345125,N,Subviable,Y,N,0.177635945,63.02598831,0.001076525,64.4,.,.
BRMS1L,14,35826318,35932325,N,.,N,N,0.035884366,52.28917057,0.368282761,33.7,.,.
BROX,1,222712553,222735196,N,.,N,N,-0.684411658,14.4064363,2.48E-05,75.7,.,.
BRPF1,3,9731729,9748018,N,.,N,Y,-2.128819974,1.406494183,0.999626031,4.9,.,.
BRPF3,6,36196744,36232790,Y,.,Y,N,-1.659647986,2.616194941,0.993940981,8.9,.,.
BRS3,X,136487887,136493780,N,.,N,Y,0.181312488,63.27487411,0.888203115,18.3,.,.
BRSK1,19,55282072,55312533,N,.,N,Y,-1.302579215,4.699890027,0.993996393,8.8,.,.
BRSK2,11,1389899,1462689,N,.,N,Y,-1.397115963,3.941656538,0.779570081,22.3,DM?,.
BRWD1,21,39184176,39321559,N,.,N,N,-1.738951772,2.326792846,0.999999462,1.5,DM?,.
BRWD3,X,80670854,80809688,N,.,N,Y,-1.564127144,2.975053539,0.999999996,0.7,DM,"Mental retardation, X-linked 93, 300659 (3)"
BSCL2,11,62690275,62709845,Y,.,Y,N,-0.128073148,40.20373908,0.008525411,55.6,DM,"Lipodystrophy, congenital generalized, type 2, 269700 (3); Silver spastic paraplegia syndrome, 270685 (3); Neuropathy, distal hereditary motor, type VA, 600794 (3); Encephalopathy, progressive, with or without lipodystrophy, 615924 (3)"
BSDC1,1,32365103,32394731,N,.,N,N,-0.266954701,31.4637958,0.482345221,30.5,.,.
BSG,19,571277,583493,Y,.,Y,N,-0.542654523,18.49279389,0.057304363,46.3,DFP,"[Blood group, OK], 111380 (3)"
BSN,3,49554489,49671545,N,.,N,Y,-3.238120662,0.491983562,0.999999992,0.8,.,.
BSND,1,54998933,55010883,Y,.,Y,N,0.666445828,86.11448747,4.41E-07,83.9,DM,"Bartter syndrome, type 4a, 602522 (3); Sensorineural deafness with mild renal dysfunction, 602522 (3)"
BSPH1,19,47968046,47992170,N,.,N,N,.,.,.,.,.,.
BSPRY,9,113349541,113371233,N,.,N,Y,0.233983822,66.4640852,9.79E-05,72,.,.
BST1,4,15702950,15738313,N,.,N,Y,0.479673105,79.74185333,2.81E-08,87.7,DP,.
BST2,19,17402939,17405648,N,.,N,Y,0.087449076,56.25976732,0.000608699,66.4,.,.
BSX,11,122977570,122981720,N,.,N,Y,0.346381025,73.21294206,0.136321314,41.3,.,.
BTAF1,10,91923769,92030325,N,.,N,N,-2.485355169,0.978179082,1,0.4,DM,.
BTBD1,15,83016422,83067354,N,.,N,N,-0.41429797,23.70781964,0.014946424,53.2,.,.
BTBD10,11,13388001,13463297,N,.,N,N,-0.391788739,24.87121607,0.477320145,30.6,.,.
BTBD11,12,107318413,107659642,N,.,N,N,-0.945777407,8.792035654,0.993432981,9,.,.
BTBD16,10,122271306,122338162,N,Viable,N,Y,0.545588402,82.25965156,3.41E-12,94.8,.,.
BTBD17,17,74356416,74361946,N,.,N,N,.,.,0.010834936,54.6,.,.
BTBD18,11,57743514,57751781,N,.,N,N,.,.,.,.,.,.
BTBD19,1,44808482,44815585,N,.,N,N,.,.,.,.,.,.
BTBD2,19,1985438,2034881,N,.,N,N,-1.134621455,6.198992881,0.987678942,10.5,.,.
BTBD3,20,11890723,11926609,N,.,N,N,-0.093428832,42.59420038,0.061421577,45.8,.,.
BTBD6,14,105248490,105251093,N,.,N,N,-0.696546643,14.05336575,0.000422096,67.6,.,.
BTBD7,14,93237550,93333092,N,.,N,N,-0.891201395,9.770214736,0.682366257,25.1,.,.
BTBD8,1,92080305,92147836,N,.,N,N,-0.345813209,26.95491115,1.30E-06,82.2,.,.
BTBD9,6,38168451,38640148,N,Viable,N,Y,-1.32126329,4.55518898,0.005732994,57.5,DP,.
BTC,4,74744759,74794686,N,.,N,Y,0.914871845,91.3816056,0.116138687,42.3,DFP,.
BTD,3,15601341,15645822,N,.,N,Y,0.280109924,69.32916594,1.29E-06,82.2,DM,.
BTF3,5,73498408,73505635,Y,.,Y,N,0.032057299,51.99976848,0.90437154,17.6,.,.
BTF3L4,1,52056125,52090716,N,.,N,N,0.091125502,56.52022921,0.451300212,31.3,.,.
BTG1,12,92140278,92145897,N,.,N,N,-0.170525669,37.3618105,0.483157589,30.5,.,.
BTG2,1,203305491,203309602,N,Viable,N,Y,0.04051715,52.61908896,0.048978487,47.1,.,.
BTG3,21,17593653,17612947,N,.,N,Y,-0.132053341,39.94906523,0.696545555,24.7,.,.
BTG4,11,111467526,111512354,N,.,N,N,-0.161108498,37.92903861,0.256389241,36.9,.,.
BTK,X,101349447,101390796,N,.,N,Y,-0.01663693,48.16808474,0.99956322,5,DM,"Agammaglobulinemia, X-linked 1, 300755 (3); Agammaglobulinemia and isolated hormone deficiency, 307200 (3)"
BTLA,3,112463968,112499561,N,.,N,Y,-0.063568931,44.88047693,0.430977023,31.9,DFP,.
BTN1A1,6,26501221,26510422,N,.,N,Y,1.184341243,94.90652312,1.14E-09,91,DM?,.
BTN2A1,6,26457904,26476621,N,.,N,N,0.95842552,92.1687793,1.07E-18,98.4,DFP,.
BTN2A2,6,26383096,26394874,N,.,N,N,1.239738972,95.37535452,0.000150288,70.6,.,.
BTN3A1,6,26402237,26415216,N,.,N,N,0.608332922,84.41280315,8.65E-07,82.8,.,.
BTN3A2,6,26365159,26378320,N,.,N,N,0.376541981,74.76413729,0.000124519,71.2,.,.
BTN3A3,6,26440472,26453415,N,.,N,N,1.064433402,93.55212132,7.19E-10,91.4,.,.
BTNL2,6,32393963,32407128,N,.,N,N,.,.,2.03E-07,85.1,DFP,"{Sarcoidosis, susceptibility to, 2}, 612387 (3)"
BTNL3,5,180988845,181006727,N,.,N,N,0.915971805,91.40475777,0.039637148,48.4,.,.
BTNL8,5,180899077,180950906,N,.,N,N,1.607601722,97.52850611,0.000235088,69.3,FP,.
BTNL9,5,181040225,181061523,N,.,N,N,0.035230174,52.24286624,6.53E-10,91.5,.,.
